Golden_ID,Organisation,Reference_Date,Challenger,DB_Match_Status,DB_Match_Strategy,DB_Incident_ID,Challenger_Match_Status,Challenger_Match_Strategy,Challenger_Source_URLs,Secteur_REF,Secteur_DB,Secteur_Challenger,Secteur_DB_Match,Secteur_Challenger_Match,Menace_REF,Menace_DB,Menace_Challenger,Menace_DB_Match,Menace_Challenger_Match,Localisation_REF,Localisation_DB,Localisation_Challenger,Localisation_DB_Match,Localisation_Challenger_Match
GOLD-0043,Rassemblement National,2026-07-22,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-5F211216BEAE,MATCHED,organisation_and_date,https://www.cyberattaque.org/rassemblement-national-une-base-wordpress-de-95-tables-en-fuite-apres-une-cyberattaque/,Inconnu,Inconnu,Inconnu,True,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0044,Centre Hospitalier de Perpignan,2026-07-20,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-B56027A9A12A,MATCHED,source_url,https://www.cyberattaque.org/centre-hospitalier-de-perpignan-des-dossiers-de-patients-en-fuite/,Santé,Santé,Numérique / Technologie,True,False,Fuite de données,Phishing / fraude,Intrusion,False,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0045,PSB Paris School of Business,2026-07-20,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-291D14C6B9F5,MATCHED,source_url,https://www.cyberattaque.org/psb-paris-school-of-business-864-dossiers-dinscription-detudiants-mis-en-vente-avec-pieces-didentite/,Éducation / Formation,Inconnu,Éducation / Formation,False,True,Fuite de données,Fuite de données,Intrusion,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0046,Kosc Telecom,2026-07-15,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-CB368AFFFDB8,MATCHED,organisation_and_date,https://www.cyberattaque.org/kosc-telecom-pres-de-4-000-diagnostics-et-acces-fibre-dans-une-fuite-de-donnees/,Numérique / Technologie,Inconnu,Numérique / Technologie,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0047,KeepCool,2026-07-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-59A44F04FF31,MATCHED,organisation_and_date,https://www.cyberattaque.org/keepcool-287-842-fiches-dadherents-en-fuite-apres-une-faille/,Sport,Commerce / Distribution,Sport,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0048,Lidl France,2026-07-13,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Commerce / Distribution,,,False,False,Incident tiers,,,False,False,France métropolitaine,,,False,False
GOLD-0049,École Supérieure des Métiers de l’Immobilier,2026-07-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2A2858828255,MATCHED,organisation_and_date,https://www.cyberattaque.org/efab-cyberattaque/,Éducation / Formation,Éducation / Formation,Éducation / Formation,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0050,Bebeboutik,2026-07-11,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-1F9BE8617194,MATCHED,organisation_and_date,https://www.cyberattaque.org/bebeboutik-500-000-enregistrements-et-14-go-de-donnees-commerciales-en-fuite/ | https://annuaire-entreprises.data.gouv.fr/entreprise/750289167,Commerce / Distribution,Inconnu,Commerce / Distribution,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,Inconnu,False,False
GOLD-0051,PPA Business School,2026-07-11,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-79E9E0E42B80,MATCHED,organisation_and_date,https://www.cyberattaque.org/ppa-business-school-293-967-prospects-etudiants-et-anciens-eleves-revendiques-dans-une-fuite-de-donnees/,Éducation / Formation,Inconnu,Éducation / Formation,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0052,Ville de Ouangani,2026-07-10,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Ransomware,,,False,False,Mayotte,,,False,False
GOLD-0053,Fédération Française Handisport,2026-07-09,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-6A9D6083CDEB,MATCHED,organisation_and_date,https://www.cyberattaque.org/federation-francaise-handisport-pres-de-60-000-licencies-exposes-apres-une-cyberattaque/,Sport,Inconnu,Sport,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0054,Pays du Mont-Blanc,2026-07-09,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-48A1886DA2F7,MATCHED,source_url,https://www.cyberattaque.org/pays-du-mont-blanc-une-cyberattaque-chez-son-operateur-paralyse-les-services/,Administration / Collectivité,Inconnu,Administration / Collectivité,False,True,Incident tiers,Ransomware,Autre cyber,False,False,France métropolitaine,Inconnu,Inconnu,False,False
GOLD-0055,École Supérieure de Génie Informatique,2026-07-09,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-171F220F596A,MATCHED,organisation_and_date,https://www.cyberattaque.org/ecole-superieure-de-genie-informatique-26-451-dossiers-etudiants-en-fuite/,Éducation / Formation,Éducation / Formation,Éducation / Formation,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0056,Ministère de la Culture,2026-07-08,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-E814197D976B,MATCHED,source_url,https://www.cyberattaque.org/ministere-de-la-culture-45-362-contacts-professionnels-revendiques-apres-une-faille-idor/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Intrusion,Phishing / fraude,Intrusion,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0057,Télécom Saint-Étienne,2026-07-08,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-8D8FDF029408,MATCHED,organisation_and_date,https://www.cyberattaque.org/telecom-saint-etienne-une-base-de-contacts-professionnels-revendiquee-apres-une-fuite-de-donnees/,Éducation / Formation,Numérique / Technologie,Numérique / Technologie,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,Inconnu,False,False
GOLD-0058,1001Coques,2026-07-07,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-86062736264A,MATCHED,organisation_and_date,https://www.cyberattaque.org/1001coques-327-511-clients-revendiques-dans-une-fuite-de-donnees-de-factures/,Commerce / Distribution,Numérique / Technologie,Commerce / Distribution,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0059,ENS Paris-Saclay,2026-07-07,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-EEDEA7EC3595,MISSING,,,Éducation / Formation,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0060,Espaces Atypiques,2026-07-06,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-BFE7FA130189,MISSING,,,Construction / BTP,Construction / BTP,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0061,IAD Group,2026-07-03,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-F65B640D74E9,MATCHED,source_url,https://www.cyberattaque.org/iad-group-38-millions-de-personnes-et-966-go-de-documents-clients-en-fuite-apres-une-cyberattaque/,Construction / BTP,Construction / BTP,Construction / BTP,True,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0062,Police Municipale Le Pontet,2026-07-01,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-4D61E266907A,MATCHED,organisation_and_date,https://www.cyberattaque.org/police-municipale-le-pontet-62-172-lignes-de-donnees-sensibles-revendiquees-dans-une-fuite-de-donnees/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,Inconnu,False,False
GOLD-0063,DGFiP,2026-06-30,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-22184029AA63,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0064,Air Corsica,2026-06-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-871A659D5296,MATCHED,organisation_and_date,https://www.cyberattaque.org/air-corsica-plus-de-12-000-fiches-dagents-et-dayants-droit-dans-une-fuite-de-donnees/,Transport / Logistique,Inconnu,Administration / Collectivité,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0065,Axonaut,2026-06-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2673611A058B,MATCHED,organisation_and_date,https://www.cyberattaque.org/axonaut-8-bases-clients-revendiquees-plusieurs-milliers-de-factures-exposees/,Numérique / Technologie,Inconnu,Numérique / Technologie,False,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,La Réunion,France métropolitaine,False,True
GOLD-0066,CapiFrance,2026-06-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-FABC6345C6E5,MISSING,,,Construction / BTP,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0067,Ministère des Sports,2026-06-26,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-B9C4EBD81CBB,MATCHED,organisation_and_date,https://www.cyberattaque.org/ministere-des-sports-jusqua-227-000-enregistrements-du-compte-asso-revendiques-apres-une-cyberattaque/,Administration / Collectivité,Administration / Collectivité,Administration / Collectivité,True,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0068,Fédération Hospitalière de France,2026-06-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-AB7E14BBE82D,MATCHED,organisation_and_date,https://www.cyberattaque.org/federation-hospitaliere-de-france-plus-de-30-000-professionnels-de-sante-dans-une-fuite-de-donnees/,Santé,Inconnu,Santé,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0069,Century 21 France,2026-06-23,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Construction / BTP,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0070,RATP,2026-06-14,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2686144A82CB,MATCHED,source_url,https://www.cyberattaque.org/ratp-les-donnees-de-plus-de-62-000-employes-diffusees-sur-le-darkweb/,Transport / Logistique,Inconnu,Transport / Logistique,False,True,Fuite de données,Phishing / fraude,Fuite de données,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0071,SSTRN,2026-06-14,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-3AED84644061,MATCHED,organisation_and_date,https://www.cyberattaque.org/sstrn-plus-de-355-000-salaries-voient-leur-historique-de-medecine-du-travail-expose/,Santé,Inconnu,Santé,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0072,BYmyCAR,2026-06-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-FDA5CD7B3568,MATCHED,source_url,https://www.cyberattaque.org/bymycar-un-prestataire-victime-dune-cyberattaque-les-donnees-de-clients-exposees/,Commerce / Distribution,Inconnu,Industrie / Manufacture,False,False,Incident tiers,Phishing / fraude,Incident tiers,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0073,France Services,2026-06-12,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-335A5420ECBD,MATCHED,organisation_and_date,https://www.cyberattaque.org/france-services-les-donnees-de-plus-de-12-800-conseillers-et-agents-diffusees-sur-le-darkweb/,Administration / Collectivité,Inconnu,Numérique / Technologie,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0074,Profil Search,2026-05-03,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-930F9D0A0F2B,MATCHED,organisation_and_date,https://www.cyberattaque.org/profil-search-plus-de-100-000-profils-candidats-exposes-dans-une-fuite-de-donnees/,Services aux entreprises,Services aux entreprises,Finance / Assurance,True,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0075,Easy Cash,2026-04-30,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-35553C97DCD2,MATCHED,organisation_and_date,https://www.cyberattaque.org/easy-cash-une-nouvelle-fuite-massive-de-17-millions-de-donnees/ | https://www.easycash.fr/,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0076,Umanens,2026-04-30,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-AF81E2A4DD6C,MISSING,,,Finance / Assurance,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0077,Yomoni,2026-04-30,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-101CC5166D0C,MISSING,,,Finance / Assurance,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0078,Boulangerie Ange,2026-04-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-7CF147BD04D4,MATCHED,organisation_and_date,https://www.cyberattaque.org/boulangerie-ange-812-000-clients-exposes-apres-une-fuite-de-donnees/,Commerce / Distribution,Inconnu,Commerce / Distribution,False,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0079,Bordeaux Métropole,2026-04-29,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,organisation_and_date,INC-69D8F5ECA6CA,MATCHED,organisation_and_date,https://www.cyberattaque.org/bordeaux-metropole-fuite-de-11-000-declarants-de-la-taxe-de-sejour-et-adresses-de-locations-touristiques/,Administration / Collectivité,Inconnu,Administration / Collectivité,False,True,Fuite de données,Phishing / fraude,Fuite de données,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0080,Ville de Saint-Étienne,2026-04-29,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Incident tiers,,,False,False,France métropolitaine,,,False,False
GOLD-0081,Bordeaux Métropole,2026-04-27,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-69D8F5ECA6CA,MATCHED,organisation_and_date,https://www.cyberattaque.org/bordeaux-metropole-fuite-de-11-000-declarants-de-la-taxe-de-sejour-et-adresses-de-locations-touristiques/,Administration / Collectivité,Inconnu,Administration / Collectivité,False,True,Fuite de données,Phishing / fraude,Fuite de données,False,True,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0082,Bazar du Manga,2026-04-17,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-ACFA66122429,MATCHED,organisation_and_date,https://www.cyberattaque.org/bazar-du-manga-fuite-de-donnees-confirmee-apres-les-demarchage-des-clients/,Commerce / Distribution,Commerce / Distribution,Commerce / Distribution,True,True,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0083,Fédération Française de Basketball,2026-04-17,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0084,Moulin Roty,2026-04-17,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-799E8962A7F9,MATCHED,organisation_and_date,https://www.cyberattaque.org/moulin-roty-les-donnees-clients-exposes-apres-cyberattaque/,Industrie / Manufacture,Industrie / Manufacture,Commerce / Distribution,True,False,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0085,Assuréa,2026-04-15,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-F8D163C19511,MATCHED,organisation_and_date,https://www.cyberattaque.org/assurea-fuite-de-150-go-de-donnees-140k-leads-et-11k-contrats/,Finance / Assurance,Inconnu,Finance / Assurance,False,True,Fuite de données,Fuite de données,Autre cyber,True,False,France métropolitaine,Inconnu,France métropolitaine,False,True
GOLD-0086,Basic-Fit France,2026-04-13,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0087,ImmoJeune,2026-04-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-E6BDE621A4F3,MATCHED,organisation_and_date,https://www.cyberattaque.org/immojeune-fuite-de-donnees-confirmee-apres-un-acces-frauduleux/ | https://www.immojeune.com/mentions-legales.html,Construction / BTP,Inconnu,Numérique / Technologie,False,False,Intrusion,Fuite de données,Intrusion,False,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0088,GUEGUEN Avocats,2026-04-20,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-6EF67E928EC9,MATCHED,organisation_and_date,https://www.cyberattaque.org/gueguen-avocats-une-fuite-de-donnees-revendiquee-avec-des-milliers-de-documents-exposes/,Services aux entreprises,Inconnu,Services aux entreprises,False,True,Ransomware,Ransomware,Ransomware,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0089,Université Bourgogne Europe,2026-04-19,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0090,Cerballiance,2026-03-25,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-C285EADB1436,MATCHED,organisation_and_date,https://www.cyberattaque.org/cerballiance-des-donnees-medicales-exposees-apres-une-cyberattaque/,Santé,Inconnu,Santé,False,True,Fuite de données,Fuite de données,Intrusion,True,False,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0091,Crous,2026-03-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-C70121191014,MATCHED,organisation_and_date,https://www.cyberattaque.org/crous-770-000-etudiants-touches-par-une-fuite-massive/,Administration / Collectivité,Construction / BTP,Éducation / Formation,False,False,Fuite de données,Fuite de données,Fuite de données,True,True,France métropolitaine,France métropolitaine,France métropolitaine,True,True
GOLD-0092,Métropole Aix-Marseille-Provence,2026-03-24,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0093,STOR Solutions,2026-04-24,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-73E635BC9E27,MATCHED,source_url,https://www.cyberattaque.org/stor-solutions-datacenter-cyberattaque-canal-alpha/,Numérique / Technologie,Numérique / Technologie,Numérique / Technologie,True,True,Intrusion,Intrusion,Ransomware,True,False,La Réunion,La Réunion,France métropolitaine,True,False
GOLD-0094,Orange Madagascar,2026-03-06,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-09BBD7F9B544,MISSING,,,Numérique / Technologie,Numérique / Technologie,,True,False,Ransomware,Ransomware,,True,False,Madagascar,Madagascar,,True,False
GOLD-0095,Mairie de Fumel,2026-02-13,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-2DFFDBE5B299,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Ransomware,Ransomware,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0096,DGFiP,2026-02-18,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-42F11737455B,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0097,ARS,2026-02-05,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Administration / Collectivité,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0098,Fédération Française de Randonnée,2026-02-05,CYBERATTAQUE_ORG_LLM_JSON,MISSING,,,MISSING,,,Sport,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
GOLD-0099,Eiffage,2026-03-01,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-BCF8B8305BBC,MISSING,,,Construction / BTP,Transport / Logistique,,False,False,Ransomware,Ransomware,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0100,Rogers Capital,2026-01-14,CYBERATTAQUE_ORG_LLM_JSON,MATCHED,snapshot_id,INC-D3948486A973,MISSING,,,Finance / Assurance,Finance / Assurance,,True,False,Ransomware,Ransomware,,True,False,Maurice,Maurice,,True,False
GOLD-0001,Cravero Motoculture,2026-08-16,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-B99CF5D2A342,MISSING,,,Commerce / Distribution,Commerce / Distribution,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0002,EVY,2026-08-16,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-9F3966170CB4,MISSING,,,Finance / Assurance,Finance / Assurance,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0003,France-Casse,2026-08-16,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-616D0ECF3BB3,MISSING,,,Commerce / Distribution,Commerce / Distribution,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0004,Fédération Française de Danse,2026-08-16,REUNION_MAYOTTE_LLM_JSON,MATCHED,source_url,INC-C32E5C6268C3,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0005,Fédération Française de Motocyclisme,2026-08-16,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-8BB56F33DD82,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0006,Fédération Française de Karaté,2026-08-15,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-2EC7AB82A87C,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0007,DGFiP,2026-08-14,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-FDB7ABF9F4D9,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0008,Scalingo,2026-08-13,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-63CD7177BA9A,MISSING,,,Numérique / Technologie,Numérique / Technologie,,True,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0009,AEFE,2026-08-11,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-A298A6DBBB1B,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0010,Santé publique France,2026-08-11,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-601D5216F01D,MISSING,,,Administration / Collectivité,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0011,Fédération Française de Handball,2026-08-10,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-3879A78A2B32,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0012,Mairie de Sixt-sur-Aff,2026-08-10,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-3ABFF451EA33,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0013,Ville de Gagny,2026-08-10,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-FB41041C22B5,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0014,Bureau Vallée,2026-08-09,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-2972BA18B0BD,MISSING,,,Commerce / Distribution,Commerce / Distribution,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0015,Le Mans FC,2026-08-09,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-1645372F6E23,MISSING,,,Sport,Sport,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0016,BlgCloud,2026-08-08,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-1DC7E716ACF6,MISSING,,,Numérique / Technologie,Inconnu,,False,False,Intrusion,Fuite de données,,False,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0017,Mutuelle Générale de Prévoyance,2026-08-08,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-4E70364FA984,MISSING,,,Finance / Assurance,Finance / Assurance,,True,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0018,AFPA,2026-08-07,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-F495CED1DF70,MISSING,,,Éducation / Formation,Inconnu,,False,False,Compromission de compte / messagerie,Compromission de compte / messagerie,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0019,Intermarché,2026-08-05,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-7888D67D988E,MISSING,,,Commerce / Distribution,Inconnu,,False,False,Fuite de données,Fuite de données,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0020,Stade Français Paris,2026-08-05,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-51115A21B49B,MISSING,,,Sport,Sport,,True,False,Ransomware,Ransomware,,True,False,France métropolitaine,France métropolitaine,,True,False
GOLD-0021,Mairie de Rinxent,2026-08-03,REUNION_MAYOTTE_LLM_JSON,MATCHED,snapshot_id,INC-27B5792965C7,MISSING,,,Administration / Collectivité,Administration / Collectivité,,True,False,Ransomware,Ransomware,,True,False,France métropolitaine,Inconnu,,False,False
GOLD-0022,ENT Seine-et-Marne,2026-08-02,REUNION_MAYOTTE_LLM_JSON,MISSING,,,MISSING,,,Éducation / Formation,,,False,False,Fuite de données,,,False,False,France métropolitaine,,,False,False
